20 37
25 57
30 81
35 116
40 142
45 194
50 223
55 267
60 315
65 368
70 460
75 489
80 556
85 624
90 698
95 781
100 860
105 948
110 1040
115 1131
120 1237
125 1341
130 1448
135 1566
140 1677
145 1817
150 1921
155 2052
160 2188
165 2325
170 2463
175 2615
180 2758
185 2917
190 3075
195 3241
200 3407
205 3583
210 3745
215 3925
220 4114
225 4307
230 4494
235 4690
240 4889
245 5087
250 5312
255 5522
260 5724
265 5957
270 6169
